gene	logFC	padj
SNAPC5	-0.303101274	0.01905121
BRMS1	-0.059378091	0.366678081
DHX36	0.082429619	0.254933854
CTBP2	0.187919364	0.026070307
TRAF6	-0.036181393	0.793389955
MED16	0.03019388	0.851555133
DRAP1	-0.311435328	0.020071984
CCDC85B	-0.275633779	0.010394316
AURKAIP1	-0.077394888	0.639522199
RUVBL1	-0.433919386	4.14E-05
EID2	-0.009087112	0.934667865
SGF29	0.010672472	0.956921208
CDK5R1	-0.213864498	0.174467111
BASP1	0.178841794	0.796579099
NFATC2IP	-0.262985383	0.003190211
CHD9	-0.463857989	0.000366434
PAWR	0.171369448	0.016825765
CAVIN1	0.148993544	0.448479256
TBL1XR1	-0.295971589	0.001924261
PIDD1	0.147234327	0.22957707
FLII	-0.010702298	0.931809955
DMAP1	0.114624576	0.290876226
BEND3	0.349020831	0.051219042
ERBB4	-0.376736295	0.643832178
CTNNBIP1	-0.360242896	0.018520268
ERN1	-0.14325723	0.490023471
PARP10	0.885766052	0.001587294
SUZ12	-0.218437261	0.004567021
TAF7	0.014005979	0.828708037
AURKB	-0.848857203	0.000389794
SAMD4B	-0.09098989	0.184955593
CALR	0.112793566	0.406654691
MAGED1	0.033392497	0.714485719
CIITA	0.214168315	0.683671282
SERTAD2	-0.043165058	0.813350097
CITED4	0.00048376	0.999437921
PUF60	-0.005437746	0.944853555
MED14	-0.557369825	0.000347846
HCLS1	0.361542573	0.945773397
NRIP1	0.105700213	0.514283579
PCGF5	-0.196154738	0.30510966
EHMT1	0.122275244	0.023757823
NPM1	-0.31952712	0.002326653
POLR2A	-0.915866605	0.00120327
SETD2	0.158781638	0.090997799
SIAH2	-0.159749618	0.046176626
TRAK1	0.058471144	0.640581366
EWSR1	-0.389973958	0.014387248
CNOT10	-0.136316371	0.144529281
WBP2NL	0.459373353	0.81498869
RUVBL2	0.386533493	0.000971616
MAGEA2B	1.426181114	0.195099744
BCOR	0.313714616	0.006770438
FHL3	-0.024204216	0.901839039
GTF2H2C	-0.269677396	0.008307542
EP400	-0.045969939	0.521120452
SETD3	-0.23679907	0.003498899
ALYREF	0.512880034	0.000482885
CBX6	0.199967073	0.072308609
CHEK2	-0.305687663	0.010591993
ZNF703	0.267596234	0.180422999
LIN9	-0.293430423	0.018703418
TOB2	0.350260223	0.002619555
KMT5A	-0.258565499	0.021115515
TSPYL2	0.133920121	0.404254066
H1-5	0.863726385	0.168167017
MAML2	-0.287410895	0.14037985
SS18L1	1.393143494	3.37E-05
TOP1MT	1.341721214	3.61E-05
MED12	0.286934413	0.008303004
SIVA1	-0.188640095	0.017372693
BRF1	0.254838811	0.014025671
NELFA	0.082491517	0.2437443
SMYD3	-0.162132355	0.085418093
MUC1	1.06475479	0.000311718
PCGF3	0.330297401	0.02161259
BRWD1	-0.427207021	0.000322078
PRAME	0.62158875	0.085133102
MORF4L1	-0.263966411	0.005584134
NDUFA13	0.087653373	0.684499113
POLR3C	-0.244192811	0.016638906
WWOX	0.023676088	0.91383096
BCL9L	0.013651143	0.92337596
MRTFB	-0.155477665	0.041963471
KDM4D	-0.452274022	0.103281772
HEXIM1	0.475497177	0.014546265
EFCAB6	0.1904014	0.825335208
TAF9B	-0.379767385	0.004074914
SIRT7	0.216463145	0.084306355
TCEA1	-0.308643535	0.000907417
MCRS1	-0.056313897	0.599986107
H1-2	0.068823458	0.688990574
FAM83G	-0.064604781	0.686299836
SKOR1	0.289950872	0.399596186
NOC2L	-0.156501081	0.068345343
NELFB	0.615682885	0.000336152
PNRC2	-0.151689762	0.042669672
FHIT	-0.083543469	0.970341137
LIN54	-0.252761596	0.008548611
MPHOSPH8	0.025945588	0.774670945
SUPT5H	0.093159285	0.307727539
SUPT3H	-0.550966535	0.001380666
NIF3L1	-0.211797747	0.021115515
WDR5	-0.295115699	0.001971559
TRRAP	0.109451771	0.130738533
XRCC6	-0.233243138	0.003669694
TRAPPC2	0.117151434	0.329884783
TCEAL3	0.125002502	0.45527552
NACA	-0.061534759	0.496228323
MYO6	0.072876096	0.38314421
MRTFA	0.19143348	0.043867166
HDAC2	-0.153123958	0.032975049
TLE1	-0.062176904	0.61911111
MAML3	0.240586931	0.307291361
STRN3	0.071253984	0.526968156
FLNA	-0.30139909	0.125632253
ANXA4	-0.052492067	0.625389434
SRC	0.500792792	0.000528744
SND1	0.002489879	0.983978517
C1D	-0.096469074	0.404425146
BLM	-0.231910011	0.071868014
TRIM33	0.063650193	0.473164486
PELI1	0.576694677	0.000341963
TOPORS	0.078260106	0.399596186
PHF2	-0.202737217	0.022887238
TAF13	-0.058286886	0.566236522
WWP2	-0.248834646	0.012283755
CTNND1	0.047500746	0.629831441
DDX39B	-0.384619428	0.000953903
BAZ1A	-0.360548417	0.002619555
MDM4	0.058967096	0.637565176
NCOA6	0.114212322	0.066901883
C6orf89	0.130150312	0.211145753
CEP290	-0.290540139	0.012772238
LDB1	0.304485612	0.005280157
CTR9	0.140317715	0.042110294
SMURF1	0.002771245	0.974413999
CNOT7	0.034617698	0.717346008
MTOR	-0.098354746	0.26472467
SFMBT2	-0.382132385	0.380745476
PRMT6	0.061424996	0.317623359
TOP1	-0.576717946	0.001155203
DAXX	-0.176732727	0.024127115
RING1	0.513927894	0.005675013
BRD2	0.207087232	0.027548632
NOTCH4	-0.200308498	0.672207987
NELFE	-0.285864284	0.002372331
EHMT2	0.282084207	0.007207543
HSPA1B	0.277942854	0.202787435
HSPA1A	0.143858196	0.36056026
TRIM27	0.014891199	0.906627618
DPF3	-0.63129896	0.171258114
VGLL3	-0.60335931	0.707703589
NUP62	0.001006795	0.991996338
SUPT4H1	0.043479914	0.611651612
CHUK	-0.535696006	0.000125341
SRA1	-0.121681062	0.184043913
LBH	1.010661319	0.032405552
GTF2H4	-0.169067065	0.105553226
MYCBP	-0.367875179	0.001264781
TRIM16	0.066395055	0.684499113
HSBP1L1	-0.123269227	0.671073565
HSBP1	-1.210570219	0.000402344
MCIDAS	0.005614228	0.987267012
RBM14	-0.167757745	0.083179886
TCP10L	-0.219720471	0.749534521
N4BP2L2	-0.04284326	0.679332009
EID3	-0.219496437	0.562914464
EID1	-0.087533014	0.220627461
RBM15B	1.05526556	0.000137895
PMF1-BGLAP	0.384968829	0.097230695
TXNIP	0.115807416	0.600323555
BAHCC1	0.811199767	0.00398542
NCOA4	0.016267501	0.874556843
MAGEA2	-0.226084856	0.850263932
IKBKG	-0.038513199	0.670697327
EGLN2	-0.327057812	0.020878706
TAF15	-0.28989338	0.170500423
GTF2H5	-0.143815408	0.188916349
KMT2B	0.065146502	0.297120878
TAF9	-0.006463442	0.923919493
MLLT6	0.113120764	0.119300279
AATF	-0.268904858	0.014152975
PCGF2	-0.157548941	0.182446814
PAGR1	-0.109103502	0.325440376
NFYA	0.373210269	0.001742395
ARX	1.355141064	0.087767864
HOXA11	0.037821414	0.890534547
GCFC2	-0.331492198	0.001486613
SOX8	1.122681871	0.136105967
ZNF195	-0.185349133	0.060273495
ZFX	0.288369297	0.005374005
YBX2	-1.032532202	0.341148096
ZNF263	0.071882875	0.474123155
DLX6	0.406974593	0.236627541
ETV1	-2.192906144	0.002566373
GTF2IRD1	0.286102474	0.00328082
PAX6	-0.013020784	0.97831619
TEAD3	0.222080316	0.03172014
E2F2	-0.348413647	0.033588119
JARID2	-0.062292035	0.611045668
NFIX	0.329356566	0.050618927
CSDE1	-0.019657458	0.835937656
PAX7	-0.482694263	0.623276168
MLXIPL	0.683533601	0.11628044
ETV7	0.553540309	0.45652612
ZNF207	-0.211096738	0.004907866
ZNF200	-0.140596002	0.190819034
HIVEP2	-0.257066488	0.016531491
WIZ	-0.1273821	0.330136355
ZBTB32	-1.009247009	0.209312919
LTF	-1.518249765	0.315824776
ISL1	-0.807071246	0.235590241
ZNF582	0.207111498	0.782442294
PRDM11	0.851750912	0.00410228
SNAI2	-0.597552954	0.078556558
ZFP64	0.003512862	0.975594436
HSF2	-0.211213851	0.044544418
NR1H3	-0.116423658	0.493142485
POU2F2	-0.254786751	0.429129932
ARNTL2	-0.574248878	0.000796664
BCLAF1	-0.030669969	0.671581347
TFB1M	0.126861249	0.435324196
HMGB3	-0.404082348	0.001639964
IKZF2	-0.524588164	0.069765483
ARID4A	-0.015756674	0.868485548
PIAS1	0.313911216	0.003229978
ZZZ3	-0.012559732	0.90022529
HOXC8	0.013995597	0.9624354
THAP3	-0.176874577	0.154824618
BARX2	-0.182428746	0.801586225
ZIC2	0.153323643	0.429870247
ZNF800	0.207012898	0.028490295
ARID1B	0.170061906	0.858645536
NFE2L3	-0.395566948	0.003884671
ALX4	1.224597012	0.147266618
FOXN3	0.548037913	0.000963711
ARID4B	0.325790411	0.001804362
FOXC1	0.332566844	0.033839464
KMT2C	-0.198466664	0.03787214
ZNF280C	0.276955131	0.069215792
PRDM1	-0.865843815	0.132849965
MTA3	0.242690902	0.001897732
PARP12	0.266733384	0.149638448
MXD1	-0.916554785	0.00621933
YBX3	-0.323393207	0.024635518
CREB3L3	0.07700929	0.938071811
GPBP1	-0.104600724	0.147806906
ZNF112	0.035241737	0.835937656
AHRR	0.342041347	0.850375642
ZNF275	-0.054953459	0.788492211
DLX3	1.784066427	0.033679211
BORCS8-MEF2B	0.246097703	0.500617927
RFXANK	0.077564935	0.50651158
PMS1	-0.103500673	0.333620676
HMG20B	0.466221667	0.006260876
ZNF76	0.057058233	0.662013425
FOXJ2	0.007373554	0.951400374
YBX1	-0.088278198	0.450674358
NFYC	0.079835068	0.33369714
ZBTB11	0.015283437	0.835937656
ZFAT	0.259587422	0.031341432
SP100	0.11945008	0.564028723
KLF6	-0.109447983	0.454791315
CBFB	-1.398856784	0.000386381
MEF2A	0.210636304	0.01308401
TFE3	-0.187523967	0.014147643
PITX1	0.5933801	0.0238826
RORA	-0.134151716	0.724399319
HES2	0.550566948	0.345616544
MNT	0.35132934	0.00468607
ZXDC	0.279227587	0.029358164
TCF3	0.059876024	0.55475006
MBD3	0.032737094	0.755181102
SREBF1	0.494510878	0.001041665
AFF4	0.482010395	0.000698726
NFATC3	0.255204251	0.00941215
TP63	-0.156433769	0.851449304
SMARCE1	-0.518483003	0.000263817
GLI2	0.606933739	0.339021376
TEAD2	-0.133659285	0.742611078
ZNF532	-0.144715472	0.263857673
ZNF37A	0.437293482	0.012356997
FOSL2	0.055061824	0.841967195
PAX2	0.566998168	0.610898955
BAZ2A	0.006547265	0.929365353
RARB	0.29394147	0.802612063
NFKB2	-0.182278377	0.035902006
PIAS2	0.568303588	0.001706431
TULP3	0.289328709	0.00621933
HOXA9	-0.811369577	0.293960216
MLLT10	-0.393221949	0.000442515
TP73	0.931739028	0.000664196
SP140	-0.988726904	0.345040818
CIC	0.348698804	0.016523912
RFX3	-0.25158306	0.129981188
TCF7	0.028318193	0.909858926
MEF2C	0.000785307	0.997323117
ZNF510	0.332206368	0.028765332
ZNF506	0.007484645	0.990338362
NFE2L1	-0.040839129	0.800900695
GRHL2	0.601788333	0.382646309
ZNF324	0.279083579	0.055815757
ZNF671	0.421860748	0.728724943
ZNF416	0.278870974	0.056349756
ZNF586	0.11732682	0.493142485
ZNF446	0.391564488	0.041811734
ZNF264	0.368260956	0.003866344
REST	-0.804238655	0.000957845
NCOA1	-0.383819104	0.001803295
MYNN	-0.113326351	0.114627084
MECOM	-0.14936234	0.818427941
ZNF213	0.073093773	0.593404625
NFX1	-0.113638826	0.119687427
TFAP2C	0.516480126	0.454129267
RFX2	0.648939563	0.001504453
KHSRP	-0.135527756	0.042145712
ZNF343	-0.191193237	0.066901883
EBF4	1.259079133	0.028062079
LHX5	-0.457371075	0.68033166
ZNF302	0.102313133	0.333598015
CDIP1	0.371954613	0.19034006
ZBTB25	-0.081558345	0.587748119
RCOR1	-0.331885355	0.005947483
TFAP4	-0.154015665	0.244113764
ZNF268	0.26742606	0.070646687
ZFHX4	-0.120780118	0.91948979
ESR1	-0.752563422	0.279577697
TOX4	-0.015842517	0.846515688
TBX15	-0.048093785	0.961367008
LRRFIP2	-0.232585669	0.040084274
IKZF5	0.352161517	0.011807707
CREM	0.332882545	0.029778568
HIVEP1	0.088746822	0.390346147
CDC5L	-0.081968257	0.187600998
ZNF184	-0.457414401	0.006288785
MZF1	0.39841376	0.004428716
PATZ1	0.231434683	0.003407783
XBP1	-0.080762211	0.76857239
HMGXB4	-0.361485399	0.000554576
ZBED4	0.445694297	0.000700084
SIX4	0.207521782	0.066749124
HIF1A	0.214515964	0.068813036
YY1	-0.058166063	0.345956449
NFATC4	1.120447673	0.119384519
MYBL2	-0.418945087	0.00495452
HNF4A	-0.274457174	0.751212788
NFATC2	0.04951446	0.824907571
SALL4	-0.294763925	0.512991239
ADNP	-0.72119894	5.85E-05
TCFL5	0.306308217	0.02107825
GMEB2	-0.001285892	0.989250797
E2F1	-0.265947463	0.101161579
ZNF516	0.321513988	0.008482099
ADNP2	0.055027591	0.584310102
SMAD7	0.494779403	0.054251354
ELF4	0.03270967	0.828638295
SMARCA1	0.010631149	0.936957636
KLF8	-0.274142266	0.77756557
KLF5	-0.086687586	0.854889366
TSC22D1	0.075780582	0.646713155
ZNF629	0.526899207	0.000874392
HSF4	0.311529815	0.402940974
CENPT	-0.027963489	0.826042109
NFAT5	-0.278945329	0.002065403
CTCF	-0.370846289	0.000779065
ZNF821	0.300970004	0.103808109
ZNF500	0.436184424	0.005042235
FOXF1	-0.529585712	0.624709364
CAPN15	-0.058899382	0.355743787
ZNF174	0.239735002	0.067192248
TOX3	-1.311930762	0.457074855
MAZ	-0.144661052	0.185828099
GABPB1	-0.320326398	0.005969671
MYEF2	-0.203318097	0.763226423
TRPS1	0.280462601	0.323394495
RELB	-0.346852344	0.005705818
LYL1	0.148993794	0.880481769
ZNF419	0.228424035	0.119594503
PIAS4	0.102403636	0.382909185
MEIS3	1.517282003	0.001810213
ZNF175	0.113396873	0.637729329
DBP	0.818016141	0.000882664
ETV2	0.750635379	0.262242953
USF2	0.09609123	0.281296453
ZNF14	0.323821461	0.06068799
PBX4	-0.246823983	0.261383324
ERF	0.302873813	0.112471935
ZNF574	0.29658089	0.01605874
ZNF85	0.415648044	0.261679948
DNAJC2	-0.279396165	0.009525882
HBP1	0.544591571	0.001191268
SP4	-0.267759372	0.118435953
HOXA1	-0.549291577	0.010129159
HOXA2	-0.410530128	0.428226153
HOXA3	0.060695602	0.446966359
HOXA5	1.119256348	0.083508303
HOXA6	0.657214155	0.031912886
HOXA13	-0.270515444	0.744814058
TAX1BP1	-0.129219661	0.012011226
ZKSCAN1	0.208242178	0.063065456
NRF1	-0.085092106	0.440576492
MEOX2	-0.481524234	0.64420217
POU6F2	-0.949487132	0.402473117
AHR	-0.364910485	0.084480672
GLI3	0.01158813	0.96554387
LHX2	0.327886251	0.660328382
LHX6	-0.108935506	0.884286778
AKNA	-0.405728056	0.039501382
CREB3	0.116659275	0.182885292
GLIS3	-0.14275615	0.674482362
GATA3	0.060873119	0.925856853
EBF3	0.675242611	0.555364584
TFAM	-0.460152022	0.000184085
ZMIZ1	0.125193528	0.3871703
UBTF	0.465174733	0.000908217
CAMTA2	0.24230578	0.04698144
HOXB6	0.306061723	0.090962986
MLX	0.057826777	0.337170236
DLX4	0.131468388	0.698869281
NFKB1	-0.279130992	0.001242635
ELF2	-0.121309029	0.315602156
NSD2	-0.42825487	0.004925213
NKX3-2	0.60761684	0.193905473
KLF3	0.297067949	0.008054412
SOX6	0.027387248	0.919345406
PRDM4	-0.166328901	0.023699272
CSRNP2	0.161180444	0.08248758
GLI1	0.060504579	0.915277332
ELK3	-0.595324912	0.006167075
FOXM1	-0.380400258	0.012421778
CREBL2	0.038957258	0.671581347
VDR	-0.039888561	0.888937762
PPARD	0.107771469	0.188432301
BACH2	-0.743475442	0.2488467
E2F3	-0.264288146	0.016858768
ZBTB24	0.221698717	0.019242997
TFEB	0.62984321	0.000530552
SRF	0.022710383	0.769541978
TBX18	-0.587521966	0.506373671
SUB1	-0.274055093	0.002514986
NR3C1	0.072890515	0.509346707
SMAD5	-0.077711389	0.321125101
HMGXB3	0.011393688	0.907980654
BCL6	0.429950925	0.022137639
TFDP2	0.100675935	0.217777397
HES1	-0.141334158	0.513190082
BBX	-0.076284371	0.336233706
ZBTB47	0.946466358	0.001540841
FOXP1	0.095689622	0.446966359
TFCP2L1	0.120837564	0.653609169
CENPA	-0.368362478	0.016512706
CCDC88A	-0.606448892	0.018023514
STAT1	0.301042111	0.194334993
OTX1	0.157997306	0.438938527
ZNF142	-0.026554263	0.881887533
ID2	0.468280501	0.019130658
CEBPZ	0.094250423	0.282273999
DLX2	0.22914329	0.574402888
ATF2	1.02741951	6.63E-05
EPAS1	0.24549218	0.318005991
ARID3A	0.326871405	0.059414073
VAX2	0.602146885	0.148222032
NFE2L2	-0.143501876	0.267736796
SFPQ	-0.19018075	0.048079521
GON4L	-0.016913834	0.824538658
MEF2D	0.205890985	0.098263535
PRDM2	0.024053155	0.693555104
PHTF1	-0.018353989	0.917632572
ZBTB17	0.045784584	0.714891852
TFAP2E	0.544773755	0.249707943
NR5A2	-0.605000615	0.339021376
MYCL	0.759705813	0.024707716
RLF	0.122483396	0.249203726
ZNF684	-0.268363595	0.226940832
ETV3	0.007962454	0.940490703
ID3	0.18494983	0.518706135
BLZF1	0.636106741	0.000258073
IRF6	-0.452494853	0.598638544
RCOR3	-0.131222753	0.091324531
PROX1	-0.531966072	0.698980991
ARID1A	-0.168134239	0.118074794
ATF6	-0.074048154	0.338286235
CREB1	-0.13274969	0.031295084
KLF7	0.064460467	0.938360259
PLAGL1	-0.628771361	0.294660801
MYB	1.244125121	0.017140531
ZNF430	-0.186077066	0.597461412
FOXO3	0.927028419	0.000253033
TGIF2	-0.21837336	0.106904952
KLF12	-0.515872136	0.330002986
SATB2	0.486155595	0.003697685
KLF9	0.219926947	0.504554341
NR4A3	0.468984183	0.39181234
ONECUT2	-0.127818305	0.580676857
ZBTB45	-0.134878731	0.414311784
ZNF410	-0.187193213	0.009548532
BCL11A	0.203303741	0.839579002
MXI1	0.271567208	0.072440122
HOXB8	-0.14335356	0.696817286
HOXB5	0.306775737	0.093059448
HOXB3	0.167814129	0.676623079
MSX2	0.438250403	0.065424687
ELF1	0.070723587	0.407511008
SMAD9	0.158956111	0.783835331
EGR1	-0.848205863	0.062470019
ZFP30	-0.027355596	0.932939143
NR2C1	0.140313921	0.095708521
NFYB	-0.4253762	0.001623101
ZNF706	-0.146618249	0.302147941
TBX2	0.472976567	0.546353852
TSHZ3	-0.430458493	0.320694575
ZNF549	-0.009987377	0.96554387
ZSCAN18	0.802445139	0.329662389
ZNF211	0.451235028	0.001587294
LHX4	0.276789873	0.450887481
ZNF639	-0.18064508	0.088652155
ZSCAN20	0.04753051	0.761283332
GTF3A	0.165556292	0.115525705
ZNF205	0.206972996	0.191533837
ZNF644	0.599832672	7.29E-05
ZMIZ2	-0.246170067	0.043436144
HOXA7	0.253577362	0.551782266
KIAA1549	-0.15641924	0.279757322
EGR2	-0.401245825	0.66633772
BHLHE41	0.251153576	0.101718796
ATF1	0.273364904	0.015047338
NR4A1	0.071183829	0.789429073
HOXC13	1.030392053	0.140194083
HOXC11	-0.113937437	0.918030864
NFE2	1.826190878	0.021767793
HOXC12	0.36903185	0.648835497
IKZF4	-0.175544126	0.172475034
ESX1	-1.122889584	0.358502625
BAZ2B	-0.540885874	0.00016591
BATF3	-1.270606664	0.017719939
MXD4	0.909009917	0.001315086
TOX2	-1.445079389	0.08103181
ZNFX1	0.274091929	0.075157215
SNAI1	-0.059541147	0.903274241
ZNF576	0.086001066	0.546886651
ZNF45	-0.100331002	0.399282371
TRERF1	0.207295362	0.060714465
ZNF391	-0.032289913	0.914070539
SPDEF	1.185118748	0.188648767
SOX4	-0.121238004	0.284114053
RREB1	-0.069990297	0.513955994
RUNX2	-0.060345162	0.930038739
LRRFIP1	-0.117615367	0.169566685
MYRF	0.319301493	0.176822992
SOX21	-0.729144721	0.449164761
IRF1	0.427119383	0.089264623
SOX9	-0.358136367	0.169197343
TTF1	0.246788169	0.019657421
SLC2A4RG	0.106647746	0.481052115
PAX8	0.136255635	0.741351549
FOSB	-0.233079456	0.22140118
FOXA2	-0.987223762	0.373225629
GZF1	0.350738778	0.001315238
NKX2-2	1.107413598	0.463692353
RBCK1	-0.243889434	0.016336152
ZNF133	0.105261654	0.40244272
OVOL2	-0.65998952	0.254285877
ZNF436	0.451309985	0.000389794
MAX	-0.278135214	0.032546603
ID1	-0.032195118	0.921468347
PLAGL2	0.103440327	0.439642198
THRA	0.452835677	0.003168666
NR1D1	-0.071362154	0.751284469
IRF3	0.162509493	0.252177961
STAT5A	0.556174549	0.010163506
GLIS2	0.528642411	0.011485785
ZNF384	0.050173103	0.578277734
ELK1	-0.211580114	0.006554468
SIX1	0.152639078	0.168690211
ZBTB1	0.126297916	0.239523809
ZNF484	-0.003051064	0.987865275
HIVEP3	0.20450273	0.530751449
BCL11B	1.250118997	0.103506825
YEATS4	-0.572326282	0.000262552
KLF2	0.664734581	0.085414641
ZNF780B	0.059040744	0.608798632
ATF4	-0.500185382	0.018403201
FOXP2	-0.075794309	0.961367008
IRF5	0.618000112	0.039794529
FEZF1	0.965158437	0.375310859
HOXD1	0.192758366	0.803912176
HOXD3	0.434061088	0.875446237
THAP10	-0.088339051	0.684284313
MBD4	-0.052430779	0.537210162
E2F8	-0.357240584	0.059609187
SOX15	0.057409796	0.929227808
FOXA1	0.161600482	0.475915914
MIS18BP1	-0.283878771	0.016666272
NRL	0.236081222	0.556511106
FOXJ1	0.973733309	0.047565921
KLF16	0.099521526	0.651524823
TULP4	0.081092948	0.260566418
JUND	0.666171084	0.007150219
ZNF557	0.264928589	0.075518807
ZBTB46	0.380424288	0.096816826
MNX1	0.259900567	0.350863699
ZNF337	0.147358595	0.224490406
GATA5	-0.030945524	0.986318128
PRDM12	-0.482860465	0.425553455
NPAS1	0.090718979	0.756981964
ZNF317	0.047165089	0.610049157
ZNF426	0.324282499	0.01713013
ZNF331	0.219491377	0.190819034
ZNF236	0.081257611	0.388616387
CASZ1	0.371213024	0.052043708
ZNF341	0.166695823	0.161465621
ZNF227	-0.038106016	0.761983009
ZNF141	0.081586693	0.60963354
NFATC1	0.644608576	0.00398542
NR1H2	0.164026115	0.134074119
BARX1	-0.911103134	0.356851849
RARA	0.435701947	0.003963765
PIAS3	0.284105664	0.012901747
ZNF304	0.310189175	0.021077392
ZSCAN5A	-0.069379543	0.742440207
ZNF132	0.736181492	0.028943922
NR0B2	-0.567041515	0.740343315
THAP1	-0.01752999	0.919018722
RFX1	0.154469187	0.18719619
ZNF20	-0.212581731	0.346332014
CC2D1A	0.345653368	0.000414365
PPARG	-0.466543081	0.005970822
TERF2	0.221602429	0.012776622
ZBED3	0.291613951	0.120724227
ZNF414	0.332406072	0.078776123
E2F5	-0.360407236	0.008150562
ARNTL	-0.146443685	0.210151842
GSC	0.482355075	0.695937192
MBD2	-0.154548569	0.763335608
BHLHE40	-0.065602007	0.783274151
MEIS2	0.164303602	0.179388266
GRHL1	0.05112753	0.874790942
SOX5	-0.784717753	0.440576492
CLOCK	-0.267961989	0.011744625
ETS1	-0.631167423	0.00445185
HNF1A	0.505725083	0.738342574
TBX3	-0.336443659	0.714987736
DMTF1	-0.415112378	0.002649359
EHF	-0.106336772	0.585812381
ELF5	0.718002462	0.245629031
TFCP2	-0.231097472	0.004710645
HEY2	-0.100740776	0.904576947
EGR4	-0.272004011	0.620367654
EMX1	1.616263196	0.056474199
SP110	0.591661632	0.015877758
PAX3	0.774905979	0.449164761
SETDB2	-0.084452467	0.557642618
NKX2-8	0.171477601	0.835937656
NKX2-1	0.204596666	0.810973056
ZFHX2	0.820246062	0.003738241
VEZF1	0.035252075	0.652332414
GATA4	-0.227866567	0.693555104
HLX	-0.222474611	0.724386514
DNAJC1	0.315127821	0.0046927
KLF4	0.014934994	0.936839346
ZFP37	0.112461453	0.918071364
ZNF189	0.429739337	0.001199031
NR5A1	0.425228517	0.789800282
XPA	0.014355457	0.927755433
LMX1B	0.62212018	0.151052684
MYC	-0.539040577	0.00333108
FOXP4	0.039936874	0.761043856
ZSCAN9	-0.138653874	0.328614773
TFAP2A	0.33262237	0.049982017
FOXF2	0.410672426	0.52127397
HMGA1	-0.518847211	0.001310194
TCF19	-0.486063711	0.002437717
THAP12	0.153314149	0.027435622
CREBZF	0.520824805	4.40E-05
POU2F3	-0.120778065	0.878843724
SMAD6	0.72755816	0.163070165
ZNF280D	0.321630683	0.026763728
PREB	-0.125954121	0.064794628
SIX3	0.941331042	0.283306539
LBX1	-0.151182149	0.912372572
SMARCAL1	-0.466560814	0.001232668
STAT4	-0.354756958	0.588841069
CARF	0.039827689	0.900916586
PRDM5	-0.356330157	0.14311558
LEF1	-1.132196349	0.262753641
ETV6	-0.183383141	0.299568097
AEBP2	0.367492172	0.001587294
ASCL1	-1.713345748	0.409398735
FOXN4	0.872169904	0.444114839
PDX1	0.108791278	0.863284676
SMARCC2	0.111368738	0.079188407
ZNF740	-0.010359804	0.890503426
ZIC5	-0.023536614	0.998047717
JDP2	0.091913791	0.675884004
TCF12	0.013405386	0.903104851
ZSCAN29	-0.122212293	0.087112228
HMG20A	0.030812897	0.771317739
ZNF710	-0.038376112	0.771133923
ZFHX3	0.547751427	0.000107328
IRF8	0.475409469	0.602408652
ZSCAN32	0.581301258	0.001062933
TCF25	0.178509455	0.019402807
NCOR1	0.164980557	0.040258004
ZNF287	0.782975374	0.118531663
GATA6	0.089812589	0.867394845
TP53	0.25098619	0.033612077
FOXK2	-0.070770836	0.269580197
ZNF750	0.938903719	0.06512263
MBD1	0.128285266	0.182497203
SMAD4	-0.089258881	0.356851849
NFIC	0.15175551	0.06003118
PRDM15	0.190809875	0.055950456
ZFP14	0.449240659	0.035007117
ZNF787	-0.197136101	0.199654395
ZNF473	-0.361102738	0.004654107
ZNF614	-0.006226897	0.96961435
RERE	-0.034379547	0.771531432
PRDM16	0.757815938	0.15252282
DMRTA2	-0.084581415	0.954813728
